"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TSUN"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2018-12","6.9","717","1.45",,,"31.8","38.9","24.7",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2019-01","9.4","0","0.98",,,"21.7","30.3","13.1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2019-02","9.4","0","1.78",,,"26.1","34.6","17.6",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2019-03","8.3","0","2.46",,,"31.9","42.2","21.6",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2019-04","9.6","0","4.99",,,"47.0","57.5","36.5",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2019-05","7.2","7","2.35",,,"56.4","68.2","44.6",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2019-06","6.5","82","4.94",,,"64.9","76.3","53.4",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2019-07","5.6","316","1.78",,,"74.0","86.4","61.6",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2019-08","6.0","456","0.94",,,"69.2","82.1","56.3",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2019-09","6.0","529","1.21",,,"65.8","76.7","54.9",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2019-10","7.4","537","3.56",,,"50.3","61.5","39.2",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2019-11","7.6","537","1.00",,,"32.4","41.1","23.8",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2019-12","7.8","537","2.20",,,"32.4","41.0","23.8",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2010-01","9.4","0","0.76",,"8.9","25.1","30.3","19.9",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2010-02","7.6","0","1.90",,"27.1","27.8","32.9","22.7",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2010-03","7.4","0","1.07",,"0.0","42.3","52.4","32.3",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2010-04","9.4","7","2.26",,"0.0","54.2","65.8","42.7",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2010-05","7.8","102","5.31",,"0.0","62.7","72.0","53.3",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2010-06","7.8","307","5.42",,"0.0","71.4","79.9","62.9",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2010-07","6.5","666","5.96",,"0.0","76.6","86.2","67.0",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2010-08","6.5","984","0.59",,"0.0","75.2","84.5","66.0",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2010-09","8.5","1065","3.32",,"0.0","64.5","73.7","55.3",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2010-10","8.7","1070","1.07",,"0.0","54.9","64.8","45.1",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2010-11","8.1","1070","3.34",,"0.0","42.0","51.5","32.5",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2010-12","9.6","1070","1.29",,"9.3","25.6","30.6","20.7",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2011-01","8.1","0","1.54",,"18.0","21.8","27.7","16.0",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2011-02","10.7","0","3.60",,"31.7","24.7","32.1","17.4",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2011-03","8.3","0","3.61",,"8.7","35.0","43.4","26.7",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2011-04","10.5","0","5.61",,"1.6","47.3","56.3","38.2",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2011-05","7.8","61","5.39",,"0.0","60.7","69.9","51.6",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2011-06","7.8","242","0.94",,"0.0","70.6","80.4","60.7",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2011-07","6.3","686","7.67",,"0.0","79.3","89.3","69.3",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2011-08","6.3","939","2.16",,"0.0","73.2","82.7","63.7",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2011-09","7.2","1032","6.28",,"0.0","64.4","72.5","56.3",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2011-10","7.2","1037","2.15",,"0.0","54.4","63.1","45.6",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2011-11","11.0","1037","6.00",,"0.6","46.6","54.9","38.2",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2011-12","8.7","1037","2.80",,"5.7","35.5","41.5","29.6",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2012-01","10.3","0","3.00",,"9.3","30.7","37.8","23.6",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2012-02","8.9","0","1.91",,"10.2","32.6","39.4","25.9",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2012-03","9.6","16","2.96",,"0.2","50.7","61.0","40.4",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2012-04","9.2","19","2.15",,"0.0","49.4","60.0","38.7",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2012-05","6.7","111","1.72",,"0.0","65.3","76.4","54.2",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2012-06","8.3","351","1.31",,"0.0","72.3","84.0","60.6",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2012-07","6.9","785","3.67",,"0.0","79.0","89.6","68.4",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2012-08","5.8","1032","2.26",,"0.0","72.9","83.4","62.5",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2012-09","6.5","1119","2.47",,"0.0","64.0","74.4","53.7",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2012-10","10.1","1127","2.31",,"0.0","52.7","61.3","44.1",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2012-11","6.7","1127","0.72",,"0.4","40.4","48.8","31.9",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2012-12","8.3","1127","2.65",,"10.6","35.9","42.0","29.8",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2013-01","10.3","0","3.46",,"10.1","28.7","36.6","20.8",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2013-02","9.8","0","2.84",,"23.6","27.2","33.4","21.0",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2013-03","9.8","0","0.75",,"3.1","34.6","42.4","26.9",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2013-04","9.6","0","5.29",,"0.1","46.5","55.8","37.1",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2013-05","8.3","98","2.54",,"0.0","63.6","75.3","52.0",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2013-06","7.4","263","6.01",,"0.0","69.7","78.5","60.8",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2013-07","6.7","548","4.14",,"0.0","74.0","82.5","65.6",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2013-08","6.3","770","5.98",,"0.0","71.9","80.9","62.9",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2013-09","6.3","845","1.20",,"0.0","64.1","73.7","54.5",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2013-10","7.8","864","3.48",,"0.0","53.3","62.4","44.3",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2013-11","11.2","864","1.82",,"1.3","37.6","44.7","30.5",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2013-12","9.6","864","2.43",,"15.6","26.9","33.0","20.9",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2014-01","12.1","0","2.93",,"39.2","16.5","24.5","8.5",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2014-02","9.2","0","2.83",,"23.3","19.5","27.0","12.0",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2014-03","9.4","0","1.50",,"12.5","28.8","37.7","19.9",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2014-04","9.6","0","2.58",,"3.2","48.9","60.1","37.7",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2014-05","7.8","62","4.87",,"0.0","61.4","71.5","51.3",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2014-06","6.9","240","4.01",,"0.0","70.5","80.1","60.9",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2014-07","7.6","400","2.44",,"0.0","69.9","79.9","59.9",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2014-08","6.0","609","6.33",,"0.0","71.5","80.6","62.5",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2014-09","6.0","677","4.72",,"0.0","63.5","73.3","53.7",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2014-10","8.3","677","2.37",,"0.0","52.1","60.6","43.6",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2014-11","11.4","677","1.67",,"4.0","35.9","43.3","28.5",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2014-12","8.3","677","1.41",,"0.1","33.7","39.4","28.1",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2015-01","9.6","0","1.46",,"14.2","21.4","28.2","14.5",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2015-02","9.2","0","1.35",,"26.4","14.3","23.4","5.2",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2015-03","8.9","0","0.80",,"2.8","34.6","44.1","25.2",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2015-04","8.9","0","2.61",,"0.0","50.0","60.8","39.2",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2015-05","8.1","99","5.55",,"0.0","64.5","75.1","54.0",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2015-06","7.4","235","5.33",,"0.0","68.8","77.7","59.8",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2015-07","6.5","482","1.76",,"0.0","72.9","82.9","62.9",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2015-08","6.9","699","3.16",,"0.0","71.7","80.8","62.7",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2015-09","6.3","864","1.30",,"0.0","69.3","79.2","59.4",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2015-10","9.6","865","1.97",,"0.0","54.6","63.7","45.4",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2015-11","9.4","865","2.06",,"6.2","46.1","55.3","36.8",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2015-12","9.4","865","3.02",,"1.3","41.1","47.3","34.9",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2016-01","10.5","0","1.35",,"8.4","28.2","35.0","21.4",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2016-02","10.7","0","2.02",,"10.7","31.3","39.0","23.6",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2016-03","8.9","0","4.86",,"7.4","43.2","51.9","34.5",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2016-04","8.3","0","2.31",,"1.3","46.4","56.2","36.5",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2016-05","7.6","75","2.20",,"0.0","61.1","71.1","51.0",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2016-06","7.6","274","1.30",,"0.0","71.1","82.5","59.8",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2016-07","7.4","639","1.57",,"0.0","76.8","86.8","66.7",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2016-08","6.5","1002","5.62",,"0.0","76.7","86.3","67.1",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2016-09","6.9","1129","6.28",,"0.0","68.2","76.9","59.4",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2016-10","7.8","1150","2.98",,"0.0","55.9","64.5","47.3",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2016-11","8.9","1150","2.11",,"0.1","46.7","55.8","37.6",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2016-12","11.2","1150","2.16",,"16.9","29.1","34.6","23.6",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2017-01","9.4","0","2.84",,"11.9","32.2","38.2","26.3",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2017-02","10.1","0","1.91",,"2.2","38.0","47.4","28.7",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2017-03","10.7","0","4.26",,"6.9","37.0","44.8","29.2",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2017-04","10.3","6","3.55",,"0.1","54.3","64.5","44.1",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2017-05","10.1","45","4.38",,"0.0","59.0","68.3","49.6",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2017-06","9.6","241","2.03",,"0.0","71.1","81.6","60.5",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2017-07","7.2","532","2.44",,"0.0","74.4","84.1","64.7",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2017-08","7.2","726","3.91",,"0.0","71.1","81.0","61.1",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2017-09","6.0","858","0.91",,"0.0","67.1","77.2","56.9",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2017-10","9.2","888","2.84",,"0.0","57.3","66.1","48.5",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2017-11","9.2","888","4.93",,"0.0","40.4","47.8","33.0",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2017-12","9.8","888","1.49",,"22.5","26.7","33.1","20.4",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2018-01","11.0","0","1.36",,"9.2","24.7","32.6","16.8",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2018-02","9.8","0","4.28",,"21.0","31.1","39.2","23.0",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2018-03","9.6","0","2.63",,"5.9","35.5","43.4","27.6",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2018-04","9.2","0","3.80",,"2.4","43.0","52.3","33.7",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2018-05","8.3","114","6.34",,"0.0","66.1","77.1","55.2",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2018-06","7.8","316","3.66",,"0.0","71.5","80.5","62.5",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2018-07","6.5","654","4.24",,"0.0","75.9","85.6","66.2",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2018-08","7.6","989","1.20",,"0.0","75.8","84.7","66.9",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2018-09","7.6","1172","6.47",,"0.0","68.9","77.5","60.3",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2018-10","8.9","1206","3.57",,"0.0","52.6","61.1","44.2",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2018-11","9.6","1206","3.63",,"6.7","37.1","42.0","32.3",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2018-12","8.3","1206","2.67",,"0.6","34.5","40.5","28.6",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2019-01","11.0","0","1.87",,"14.2","24.0","31.4","16.6",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2019-02","10.3","0","2.23",,"7.3","28.4","35.9","20.9",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2019-03","9.6","0","2.47",,"2.6","34.4","43.0","25.8",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2019-04","10.5","0","5.83",,"0.0","49.0","57.8","40.1",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2019-05","8.3","22","3.62",,"0.0","58.8","68.6","49.1",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2019-06","7.6","150","2.86",,"0.0","68.1","77.6","58.7",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2019-07","7.2","515","2.64",,"0.0","76.8","86.7","66.8",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2019-08","7.4","767","3.14",,"0.0","73.1","82.5","63.7",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2019-09","7.2","890","3.44",,"0.0","68.6","76.9","60.2",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2019-10","8.5","904","4.41",,"0.0","53.9","62.8","45.1",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2019-11","9.2","904","1.66",,"9.5","35.8","42.4","29.2",
"USW00094847","DETROIT METRO AIRPORT, MI US","42.2313","-83.3308","192.3","2019-12","9.6","904","2.29",,"2.7","35.1","42.1","28.2",
